Sale ID,Date,Customer,City,Category,Product,Unit Price (EGP),Qty,Total (EGP),Rep
EG-IT-1227,2023-10-23,EgyptAir,Tanta,Cloud Services,AWS Storage,41444,10,414440,Yasmine Mahmoud
EG-IT-1228,2023-03-04,Banque Misr,Giza,Consulting,Digital Transformation Strategy,111222,1,111222,Mariam Zaki
EG-IT-1229,2023-10-30,Elsewedy Electric,Assiut,Consulting,Cloud Migration,235721,1,235721,Mohamed Ali
EG-IT-1230,2023-02-16,Talaat Moustafa Group,Cairo,Hardware,Networking Switch,26065,14,364910,Ahmed Mansour
EG-IT-1231,2023-12-09,EgyptAir,Assiut,Cloud Services,Local Data Center Hosting,16353,1,16353,Sarah Hassan
EG-IT-1232,2023-12-11,Raya Holding,Assiut,Consulting,Digital Transformation Strategy,286977,1,286977,Khaled Ibrahim
EG-IT-1233,2023-09-29,Telecom Egypt,Assiut,Hardware,Networking Switch,40902,10,409020,Ahmed Mansour
EG-IT-1234,2023-07-05,Banque Misr,Hurghada,Consulting,IT Security Audit,128613,1,128613,Mohamed Ali
EG-IT-1235,2023-04-05,Fawry,Assiut,Cloud Services,AWS Storage,27423,1,27423,Mohamed Ali
EG-IT-1236,2023-02-10,Talaat Moustafa Group,Alexandria,Cloud Services,Google Cloud Support,22995,1,22995,Ahmed Mansour
EG-IT-1237,2023-06-06,Telecom Egypt,Giza,Consulting,Cloud Migration,245640,1,245640,Khaled Ibrahim
EG-IT-1238,2023-11-10,Juhayna,Mansoura,Software,CRM Subscription,10779,67,722193,Mohamed Ali
EG-IT-1239,2023-11-30,QNB Alahli,Cairo,Cloud Services,Azure Managed Svcs,60741,6,364446,Mohamed Ali
EG-IT-1240,2023-05-14,Elsewedy Electric,Hurghada,Cybersecurity,Endpoint Protection,58729,6,352374,Mariam Zaki
EG-IT-1241,2023-05-22,QNB Alahli,Cairo,Consulting,IT Security Audit,242083,1,242083,Sarah Hassan
EG-IT-1242,2023-08-27,Orascom Development,Cairo,Cybersecurity,Firewall License,51248,5,256240,Ahmed Mansour
EG-IT-1243,2023-08-12,Fawry,Giza,Hardware,UPS Backup System,131417,13,1708421,Khaled Ibrahim
EG-IT-1244,2023-05-08,QNB Alahli,Mansoura,Consulting,Cloud Migration,60365,1,60365,Khaled Ibrahim
EG-IT-1245,2023-11-27,Banque Misr,Assiut,Software,Project Mgmt Tool,7240,86,622640,Mohamed Ali
EG-IT-1246,2023-02-03,CIB Bank,Port Said,Software,Project Mgmt Tool,1122,85,95370,Mohamed Ali
EG-IT-1247,2023-01-06,Raya Holding,Suez,Consulting,Cloud Migration,73337,1,73337,Yasmine Mahmoud
EG-IT-1248,2023-02-21,Telecom Egypt,Giza,Consulting,IT Security Audit,134754,1,134754,Ahmed Mansour
EG-IT-1249,2023-03-08,EgyptAir,Tanta,Cloud Services,Google Cloud Support,60607,5,303035,Mohamed Ali
EG-IT-1250,2023-11-11,Fawry,Alexandria,Hardware,Server Rack v2,109439,8,875512,Khaled Ibrahim
EG-IT-1251,2023-03-21,Orascom Development,Assiut,Software,Project Mgmt Tool,3738,78,291564,Mohamed Ali
EG-IT-1252,2023-07-03,Telecom Egypt,Tanta,Cybersecurity,Endpoint Protection,68773,8,550184,Yasmine Mahmoud
EG-IT-1253,2023-08-22,Talaat Moustafa Group,Mansoura,Cloud Services,AWS Storage,47454,4,189816,Mariam Zaki
EG-IT-1254,2023-10-22,QNB Alahli,Port Said,Consulting,IT Security Audit,291670,1,291670,Mariam Zaki
EG-IT-1255,2023-02-15,Juhayna,Hurghada,Software,HR & Payroll System,7950,21,166950,Mariam Zaki
EG-IT-1256,2023-09-19,CIB Bank,Giza,Cloud Services,AWS Storage,27783,4,111132,Khaled Ibrahim
EG-IT-1257,2023-02-23,Juhayna,Alexandria,Cloud Services,Local Data Center Hosting,76106,10,761060,Yasmine Mahmoud
EG-IT-1258,2023-01-04,Orascom Development,Hurghada,Consulting,Cloud Migration,121475,1,121475,Ahmed Mansour
EG-IT-1259,2023-07-18,CIB Bank,Assiut,Cybersecurity,Firewall License,13741,1,13741,Mariam Zaki
EG-IT-1260,2023-01-20,EgyptAir,Cairo,Hardware,Server Rack v2,102426,4,409704,Yasmine Mahmoud
EG-IT-1261,2023-03-06,CIB Bank,Giza,Cloud Services,Azure Managed Svcs,76239,9,686151,Sarah Hassan
EG-IT-1262,2023-01-10,Fawry,Hurghada,Cloud Services,AWS Storage,19601,8,156808,Yasmine Mahmoud
EG-IT-1263,2023-01-03,QNB Alahli,Suez,Cybersecurity,Firewall License,23591,2,47182,Ahmed Mansour
EG-IT-1264,2023-01-12,Banque Misr,Giza,Cloud Services,AWS Storage,24862,8,198896,Ahmed Mansour
EG-IT-1265,2023-05-08,EgyptAir,Tanta,Consulting,Cloud Migration,175235,1,175235,Ahmed Mansour
EG-IT-1266,2023-11-18,Talaat Moustafa Group,Port Said,Software,CRM Subscription,8629,40,345160,Sarah Hassan
EG-IT-1267,2023-01-13,QNB Alahli,Hurghada,Software,ERP License (Arabic),12291,79,970989,Ahmed Mansour
EG-IT-1268,2023-10-04,EgyptAir,Suez,Consulting,IT Security Audit,123862,1,123862,Mariam Zaki
EG-IT-1269,2023-10-06,Banque Misr,Tanta,Cybersecurity,Firewall License,70500,4,282000,Sarah Hassan
EG-IT-1270,2023-12-04,Talaat Moustafa Group,Mansoura,Hardware,Laptop Pro X1,133439,4,533756,Yasmine Mahmoud
EG-IT-1271,2023-05-08,Elsewedy Electric,Hurghada,Cloud Services,Google Cloud Support,60738,8,485904,Khaled Ibrahim
EG-IT-1272,2023-04-17,Orascom Development,Port Said,Hardware,Networking Switch,22102,2,44204,Yasmine Mahmoud
EG-IT-1273,2023-02-05,Banque Misr,Hurghada,Cybersecurity,Firewall License,40018,1,40018,Ahmed Mansour
EG-IT-1274,2023-03-25,Talaat Moustafa Group,Assiut,Cybersecurity,Penetration Testing License,21836,3,65508,Mohamed Ali
EG-IT-1275,2023-04-12,Banque Misr,Mansoura,Consulting,Digital Transformation Strategy,276694,1,276694,Sarah Hassan
EG-IT-1276,2023-11-23,QNB Alahli,Tanta,Hardware,Networking Switch,78618,8,628944,Mohamed Ali
EG-IT-1277,2023-01-31,Juhayna,Alexandria,Cloud Services,Azure Managed Svcs,42698,3,128094,Mohamed Ali
EG-IT-1278,2023-04-15,Talaat Moustafa Group,Mansoura,Consulting,Cloud Migration,283323,1,283323,Mohamed Ali
EG-IT-1279,2023-11-09,Raya Holding,Cairo,Cybersecurity,Penetration Testing License,12521,3,37563,Yasmine Mahmoud
EG-IT-1280,2023-04-12,CIB Bank,Giza,Consulting,Cloud Migration,119346,1,119346,Sarah Hassan
EG-IT-1281,2023-11-25,Banque Misr,Cairo,Cloud Services,AWS Storage,79703,1,79703,Mariam Zaki
EG-IT-1282,2023-03-01,Banque Misr,Mansoura,Hardware,Laptop Pro X1,130882,2,261764,Sarah Hassan
EG-IT-1283,2023-09-20,Orascom Development,Port Said,Consulting,Digital Transformation Strategy,268199,1,268199,Mohamed Ali
EG-IT-1284,2023-07-25,Orascom Development,Alexandria,Cybersecurity,Firewall License,24872,7,174104,Mariam Zaki
EG-IT-1285,2023-08-09,Telecom Egypt,Port Said,Consulting,Digital Transformation Strategy,150792,1,150792,Khaled Ibrahim
EG-IT-1286,2023-12-10,Telecom Egypt,Mansoura,Software,ERP License (Arabic),9971,70,697970,Ahmed Mansour
EG-IT-1287,2023-08-07,Orascom Development,Tanta,Software,CRM Subscription,4849,66,320034,Ahmed Mansour
EG-IT-1288,2023-03-23,Raya Holding,Cairo,Cloud Services,Azure Managed Svcs,73788,8,590304,Khaled Ibrahim
EG-IT-1289,2023-08-30,Fawry,Cairo,Software,ERP License (Arabic),14770,73,1078210,Mariam Zaki
EG-IT-1290,2023-01-07,Talaat Moustafa Group,Cairo,Consulting,IT Security Audit,79851,1,79851,Mohamed Ali
EG-IT-1291,2023-03-22,Elsewedy Electric,Suez,Software,HR & Payroll System,6126,28,171528,Yasmine Mahmoud
EG-IT-1292,2023-11-20,CIB Bank,Hurghada,Cybersecurity,Firewall License,9662,7,67634,Ahmed Mansour
EG-IT-1293,2023-07-07,Juhayna,Assiut,Consulting,IT Security Audit,70783,1,70783,Khaled Ibrahim
EG-IT-1294,2023-11-20,Banque Misr,Hurghada,Consulting,Digital Transformation Strategy,174801,1,174801,Ahmed Mansour
EG-IT-1295,2023-12-31,QNB Alahli,Tanta,Cybersecurity,Firewall License,72094,8,576752,Ahmed Mansour
EG-IT-1296,2023-06-15,Banque Misr,Cairo,Hardware,Laptop Pro X1,29060,5,145300,Ahmed Mansour
EG-IT-1297,2023-07-03,Fawry,Mansoura,Cloud Services,AWS Storage,38512,2,77024,Mohamed Ali
EG-IT-1298,2023-08-16,Banque Misr,Cairo,Consulting,IT Security Audit,113293,1,113293,Yasmine Mahmoud
EG-IT-1299,2023-03-20,EgyptAir,Alexandria,Software,Project Mgmt Tool,13066,5,65330,Mohamed Ali
EG-IT-1300,2023-01-12,EgyptAir,Giza,Cloud Services,Google Cloud Support,54963,8,439704,Yasmine Mahmoud
EG-IT-1301,2023-12-15,Fawry,Mansoura,Cloud Services,AWS Storage,16089,9,144801,Khaled Ibrahim
EG-IT-1302,2023-09-23,EgyptAir,Cairo,Consulting,IT Security Audit,155008,1,155008,Mariam Zaki
EG-IT-1303,2023-10-24,Juhayna,Mansoura,Consulting,IT Security Audit,187926,1,187926,Ahmed Mansour
EG-IT-1304,2023-08-12,EgyptAir,Port Said,Cloud Services,Local Data Center Hosting,34766,1,34766,Khaled Ibrahim
EG-IT-1305,2023-05-05,Raya Holding,Suez,Cybersecurity,Endpoint Protection,36818,2,73636,Mariam Zaki
EG-IT-1306,2023-04-02,Elsewedy Electric,Alexandria,Hardware,UPS Backup System,143136,10,1431360,Sarah Hassan
EG-IT-1307,2023-09-07,Telecom Egypt,Cairo,Software,Project Mgmt Tool,6996,49,342804,Mariam Zaki
EG-IT-1308,2023-01-11,Fawry,Giza,Cybersecurity,Penetration Testing License,14706,3,44118,Mariam Zaki
EG-IT-1309,2023-03-02,EgyptAir,Suez,Cybersecurity,Endpoint Protection,65938,7,461566,Mohamed Ali
EG-IT-1310,2023-06-12,Talaat Moustafa Group,Tanta,Software,ERP License (Arabic),10381,92,955052,Yasmine Mahmoud
EG-IT-1311,2023-02-03,Fawry,Giza,Cloud Services,Google Cloud Support,36786,3,110358,Mohamed Ali
EG-IT-1312,2023-08-31,QNB Alahli,Hurghada,Cybersecurity,Firewall License,33411,10,334110,Sarah Hassan
EG-IT-1313,2023-06-28,Telecom Egypt,Suez,Consulting,Digital Transformation Strategy,109324,1,109324,Yasmine Mahmoud
EG-IT-1314,2023-09-27,Fawry,Port Said,Cybersecurity,Firewall License,9130,7,63910,Sarah Hassan
EG-IT-1315,2023-02-23,Juhayna,Suez,Hardware,Networking Switch,100759,12,1209108,Mariam Zaki
EG-IT-1316,2023-12-14,EgyptAir,Giza,Hardware,Networking Switch,60722,19,1153718,Yasmine Mahmoud
EG-IT-1317,2023-02-15,Juhayna,Giza,Hardware,Server Rack v2,54254,18,976572,Sarah Hassan
EG-IT-1318,2023-12-23,Telecom Egypt,Hurghada,Hardware,UPS Backup System,107573,9,968157,Sarah Hassan
EG-IT-1319,2023-05-24,Juhayna,Hurghada,Software,HR & Payroll System,7738,73,564874,Khaled Ibrahim
EG-IT-1320,2023-05-30,CIB Bank,Suez,Cloud Services,AWS Storage,28756,10,287560,Sarah Hassan
EG-IT-1321,2023-04-09,Elsewedy Electric,Assiut,Consulting,IT Security Audit,101448,1,101448,Mohamed Ali
EG-IT-1322,2023-09-28,Telecom Egypt,Assiut,Consulting,IT Security Audit,188774,1,188774,Mohamed Ali
EG-IT-1323,2023-02-05,Juhayna,Port Said,Cybersecurity,Endpoint Protection,24958,5,124790,Sarah Hassan
EG-IT-1324,2023-11-12,Raya Holding,Assiut,Hardware,Laptop Pro X1,80520,5,402600,Yasmine Mahmoud
EG-IT-1325,2023-11-28,CIB Bank,Cairo,Cybersecurity,Endpoint Protection,33510,5,167550,Khaled Ibrahim
EG-IT-1326,2023-05-27,QNB Alahli,Mansoura,Software,Project Mgmt Tool,13210,7,92470,Yasmine Mahmoud
EG-IT-1327,2023-12-02,Raya Holding,Giza,Consulting,Digital Transformation Strategy,141728,1,141728,Yasmine Mahmoud
EG-IT-1328,2023-03-06,CIB Bank,Alexandria,Consulting,Digital Transformation Strategy,138598,1,138598,Khaled Ibrahim
EG-IT-1329,2023-07-20,Orascom Development,Mansoura,Hardware,UPS Backup System,123072,5,615360,Ahmed Mansour
EG-IT-1330,2023-12-01,Talaat Moustafa Group,Hurghada,Hardware,Server Rack v2,51786,13,673218,Yasmine Mahmoud
EG-IT-1331,2023-11-07,CIB Bank,Giza,Software,CRM Subscription,5329,57,303753,Khaled Ibrahim
EG-IT-1332,2023-06-09,Elsewedy Electric,Assiut,Consulting,Cloud Migration,230037,1,230037,Khaled Ibrahim
EG-IT-1333,2023-11-17,Telecom Egypt,Tanta,Software,Project Mgmt Tool,4757,62,294934,Khaled Ibrahim
EG-IT-1334,2023-09-13,Banque Misr,Tanta,Consulting,IT Security Audit,118021,1,118021,Mariam Zaki
EG-IT-1335,2023-03-13,Fawry,Cairo,Software,Project Mgmt Tool,8066,98,790468,Sarah Hassan
EG-IT-1336,2023-04-13,Fawry,Port Said,Hardware,Networking Switch,126381,16,2022096,Khaled Ibrahim
EG-IT-1337,2023-02-17,Orascom Development,Assiut,Software,Project Mgmt Tool,7037,85,598145,Ahmed Mansour
EG-IT-1338,2023-07-15,Talaat Moustafa Group,Hurghada,Consulting,Digital Transformation Strategy,110852,1,110852,Ahmed Mansour
EG-IT-1339,2023-05-04,QNB Alahli,Tanta,Cloud Services,AWS Storage,29765,2,59530,Mariam Zaki
EG-IT-1340,2023-11-01,Telecom Egypt,Tanta,Hardware,Laptop Pro X1,99132,4,396528,Mariam Zaki
EG-IT-1341,2023-06-07,Talaat Moustafa Group,Mansoura,Consulting,Cloud Migration,188944,1,188944,Ahmed Mansour
EG-IT-1342,2023-03-31,Elsewedy Electric,Alexandria,Cybersecurity,Endpoint Protection,42515,6,255090,Yasmine Mahmoud
EG-IT-1343,2023-03-18,QNB Alahli,Alexandria,Cloud Services,Google Cloud Support,30817,1,30817,Khaled Ibrahim
EG-IT-1344,2023-01-03,Orascom Development,Mansoura,Consulting,IT Security Audit,159409,1,159409,Sarah Hassan
EG-IT-1345,2023-01-10,Orascom Development,Port Said,Software,CRM Subscription,7273,87,632751,Mohamed Ali
EG-IT-1346,2023-04-20,EgyptAir,Tanta,Cloud Services,AWS Storage,77675,10,776750,Ahmed Mansour
EG-IT-1347,2023-12-27,Juhayna,Giza,Cybersecurity,Firewall License,42199,10,421990,Yasmine Mahmoud
EG-IT-1348,2023-08-11,Orascom Development,Mansoura,Software,CRM Subscription,5369,69,370461,Mariam Zaki
EG-IT-1349,2023-12-10,Orascom Development,Suez,Consulting,Cloud Migration,228266,1,228266,Yasmine Mahmoud
EG-IT-1350,2023-01-22,Raya Holding,Cairo,Cloud Services,Google Cloud Support,10735,7,75145,Khaled Ibrahim
EG-IT-1351,2023-05-16,Raya Holding,Tanta,Hardware,Server Rack v2,112601,13,1463813,Yasmine Mahmoud
EG-IT-1352,2023-10-06,Elsewedy Electric,Alexandria,Software,Project Mgmt Tool,4025,49,197225,Ahmed Mansour
EG-IT-1353,2023-07-26,Elsewedy Electric,Suez,Cloud Services,Local Data Center Hosting,34155,9,307395,Mariam Zaki
EG-IT-1354,2023-01-24,Elsewedy Electric,Tanta,Hardware,UPS Backup System,64887,13,843531,Yasmine Mahmoud
EG-IT-1355,2023-07-23,QNB Alahli,Assiut,Cloud Services,Google Cloud Support,53638,5,268190,Ahmed Mansour
EG-IT-1356,2023-02-02,CIB Bank,Cairo,Consulting,Cloud Migration,118099,1,118099,Yasmine Mahmoud
EG-IT-1357,2023-07-31,CIB Bank,Assiut,Consulting,Digital Transformation Strategy,99267,1,99267,Khaled Ibrahim
EG-IT-1358,2023-09-08,Fawry,Tanta,Consulting,IT Security Audit,205802,1,205802,Mariam Zaki
EG-IT-1359,2023-04-13,Talaat Moustafa Group,Port Said,Hardware,Laptop Pro X1,139926,12,1679112,Ahmed Mansour
EG-IT-1360,2023-09-20,Fawry,Alexandria,Software,HR & Payroll System,6479,21,136059,Mohamed Ali
EG-IT-1361,2023-10-15,Fawry,Suez,Cloud Services,AWS Storage,65747,3,197241,Mohamed Ali
EG-IT-1362,2023-02-24,Fawry,Giza,Software,CRM Subscription,13035,94,1225290,Ahmed Mansour
EG-IT-1363,2023-02-04,QNB Alahli,Suez,Cybersecurity,Penetration Testing License,67897,3,203691,Mariam Zaki
EG-IT-1364,2023-12-21,Raya Holding,Giza,Software,ERP License (Arabic),6055,75,454125,Ahmed Mansour
EG-IT-1365,2023-03-04,Juhayna,Mansoura,Hardware,Server Rack v2,130236,10,1302360,Yasmine Mahmoud
EG-IT-1366,2023-03-31,EgyptAir,Giza,Hardware,UPS Backup System,114821,9,1033389,Mohamed Ali
EG-IT-1367,2023-03-08,Talaat Moustafa Group,Hurghada,Hardware,Laptop Pro X1,100129,9,901161,Mohamed Ali
EG-IT-1368,2023-04-27,Raya Holding,Assiut,Software,ERP License (Arabic),12638,84,1061592,Mariam Zaki
EG-IT-1369,2023-08-24,CIB Bank,Suez,Hardware,UPS Backup System,148906,13,1935778,Mohamed Ali
EG-IT-1370,2023-08-03,Banque Misr,Assiut,Consulting,Digital Transformation Strategy,280065,1,280065,Mariam Zaki
EG-IT-1371,2023-08-14,QNB Alahli,Cairo,Cybersecurity,Firewall License,66431,7,465017,Khaled Ibrahim
EG-IT-1372,2023-05-19,Talaat Moustafa Group,Mansoura,Cloud Services,Azure Managed Svcs,28744,1,28744,Sarah Hassan
EG-IT-1373,2023-08-24,Fawry,Mansoura,Software,HR & Payroll System,5637,68,383316,Mohamed Ali
EG-IT-1374,2023-05-26,Juhayna,Cairo,Cloud Services,AWS Storage,76423,4,305692,Mariam Zaki
EG-IT-1375,2023-11-27,Fawry,Cairo,Cybersecurity,Firewall License,79274,1,79274,Khaled Ibrahim
EG-IT-1376,2023-06-09,Telecom Egypt,Assiut,Cloud Services,AWS Storage,57265,9,515385,Mohamed Ali
EG-IT-1377,2023-05-08,QNB Alahli,Hurghada,Software,HR & Payroll System,5481,82,449442,Mohamed Ali
EG-IT-1378,2023-06-29,QNB Alahli,Cairo,Cloud Services,AWS Storage,55671,10,556710,Mohamed Ali
EG-IT-1379,2023-06-20,EgyptAir,Tanta,Software,Project Mgmt Tool,10215,84,858060,Khaled Ibrahim
EG-IT-1380,2023-08-01,QNB Alahli,Mansoura,Hardware,Networking Switch,65424,2,130848,Mariam Zaki
EG-IT-1381,2023-05-10,Raya Holding,Giza,Cloud Services,AWS Storage,10634,10,106340,Ahmed Mansour
EG-IT-1382,2023-10-09,EgyptAir,Giza,Cybersecurity,Penetration Testing License,52426,1,52426,Sarah Hassan
EG-IT-1383,2023-08-06,QNB Alahli,Tanta,Cloud Services,Google Cloud Support,75393,2,150786,Sarah Hassan
EG-IT-1384,2023-05-02,EgyptAir,Assiut,Cloud Services,AWS Storage,16650,4,66600,Sarah Hassan
EG-IT-1385,2023-02-27,Telecom Egypt,Suez,Cloud Services,AWS Storage,46865,5,234325,Ahmed Mansour
EG-IT-1386,2023-05-17,Juhayna,Alexandria,Cloud Services,Local Data Center Hosting,40133,4,160532,Mohamed Ali
EG-IT-1387,2023-12-06,Orascom Development,Hurghada,Software,Project Mgmt Tool,14807,57,843999,Ahmed Mansour
EG-IT-1388,2023-06-20,QNB Alahli,Assiut,Cloud Services,Local Data Center Hosting,14244,4,56976,Yasmine Mahmoud
EG-IT-1389,2023-09-09,CIB Bank,Port Said,Cloud Services,Local Data Center Hosting,73251,2,146502,Khaled Ibrahim
EG-IT-1390,2023-03-28,Telecom Egypt,Port Said,Software,HR & Payroll System,14046,77,1081542,Mariam Zaki
EG-IT-1391,2023-09-28,Talaat Moustafa Group,Mansoura,Software,CRM Subscription,11178,46,514188,Ahmed Mansour
EG-IT-1392,2023-04-27,QNB Alahli,Alexandria,Cloud Services,AWS Storage,66608,1,66608,Sarah Hassan
EG-IT-1393,2023-06-07,Raya Holding,Alexandria,Cloud Services,Local Data Center Hosting,68937,9,620433,Sarah Hassan
EG-IT-1394,2023-05-21,Raya Holding,Alexandria,Hardware,UPS Backup System,146889,17,2497113,Ahmed Mansour
EG-IT-1395,2023-10-04,Telecom Egypt,Port Said,Cybersecurity,Penetration Testing License,35095,3,105285,Mohamed Ali
EG-IT-1396,2023-03-01,CIB Bank,Assiut,Cloud Services,Azure Managed Svcs,25534,7,178738,Sarah Hassan
EG-IT-1397,2023-09-10,EgyptAir,Assiut,Software,CRM Subscription,10112,99,1001088,Ahmed Mansour
EG-IT-1398,2023-06-15,CIB Bank,Mansoura,Software,HR & Payroll System,10930,32,349760,Ahmed Mansour
EG-IT-1399,2023-04-20,Orascom Development,Hurghada,Cloud Services,Google Cloud Support,22943,5,114715,Sarah Hassan
EG-IT-1400,2023-08-22,Fawry,Port Said,Software,CRM Subscription,9559,60,573540,Khaled Ibrahim
EG-IT-1401,2023-05-17,CIB Bank,Alexandria,Cloud Services,Azure Managed Svcs,41356,2,82712,Ahmed Mansour
EG-IT-1402,2023-05-01,CIB Bank,Cairo,Consulting,IT Security Audit,270136,1,270136,Mariam Zaki
EG-IT-1403,2023-01-10,Talaat Moustafa Group,Cairo,Cybersecurity,Firewall License,71760,7,502320,Mariam Zaki
EG-IT-1404,2023-11-22,Telecom Egypt,Hurghada,Cloud Services,Google Cloud Support,62869,9,565821,Mohamed Ali
EG-IT-1405,2023-01-05,Talaat Moustafa Group,Tanta,Cloud Services,AWS Storage,50622,2,101244,Ahmed Mansour
EG-IT-1406,2023-12-06,Talaat Moustafa Group,Alexandria,Software,Project Mgmt Tool,1279,68,86972,Mariam Zaki
EG-IT-1407,2024-01-01,EgyptAir,Alexandria,Consulting,Digital Transformation Strategy,53445,1,53445,Yasmine Mahmoud
EG-IT-1408,2023-03-23,EgyptAir,Assiut,Cybersecurity,Firewall License,70610,4,282440,Mariam Zaki
EG-IT-1409,2023-06-26,Juhayna,Mansoura,Consulting,Cloud Migration,225139,1,225139,Khaled Ibrahim
EG-IT-1410,2023-01-19,Fawry,Giza,Cybersecurity,Penetration Testing License,49327,9,443943,Khaled Ibrahim
EG-IT-1411,2023-08-19,Elsewedy Electric,Tanta,Cybersecurity,Penetration Testing License,45149,10,451490,Sarah Hassan
EG-IT-1412,2023-10-21,CIB Bank,Tanta,Consulting,Digital Transformation Strategy,109838,1,109838,Mohamed Ali
EG-IT-1413,2023-07-29,Orascom Development,Suez,Hardware,Networking Switch,102653,17,1745101,Sarah Hassan
EG-IT-1414,2023-08-19,Talaat Moustafa Group,Tanta,Hardware,UPS Backup System,138521,14,1939294,Mohamed Ali
EG-IT-1415,2023-10-06,Fawry,Suez,Cybersecurity,Endpoint Protection,73384,10,733840,Sarah Hassan
EG-IT-1416,2023-05-22,CIB Bank,Suez,Hardware,Server Rack v2,56268,13,731484,Yasmine Mahmoud
EG-IT-1417,2023-01-05,CIB Bank,Tanta,Software,ERP License (Arabic),6504,72,468288,Mohamed Ali
EG-IT-1418,2023-04-26,Orascom Development,Hurghada,Hardware,Laptop Pro X1,56260,5,281300,Yasmine Mahmoud
EG-IT-1419,2023-01-18,Elsewedy Electric,Hurghada,Software,HR & Payroll System,13785,85,1171725,Mariam Zaki
EG-IT-1420,2023-08-21,QNB Alahli,Mansoura,Cybersecurity,Endpoint Protection,66917,5,334585,Khaled Ibrahim
EG-IT-1421,2023-08-10,Juhayna,Mansoura,Software,ERP License (Arabic),5936,80,474880,Yasmine Mahmoud
EG-IT-1422,2023-05-12,Banque Misr,Tanta,Software,ERP License (Arabic),11898,69,820962,Mohamed Ali
EG-IT-1423,2023-10-06,Fawry,Cairo,Cybersecurity,Firewall License,40431,7,283017,Khaled Ibrahim
EG-IT-1424,2023-02-21,CIB Bank,Assiut,Consulting,IT Security Audit,294113,1,294113,Khaled Ibrahim
EG-IT-1425,2023-11-20,Banque Misr,Assiut,Cybersecurity,Endpoint Protection,8480,4,33920,Sarah Hassan
EG-IT-1426,2023-08-22,Orascom Development,Alexandria,Software,ERP License (Arabic),2267,20,45340,Mariam Zaki
EG-IT-1427,2023-09-23,EgyptAir,Mansoura,Cybersecurity,Firewall License,16380,6,98280,Sarah Hassan
EG-IT-1428,2023-10-07,EgyptAir,Mansoura,Consulting,Digital Transformation Strategy,136977,1,136977,Mariam Zaki
EG-IT-1429,2023-03-25,Fawry,Tanta,Consulting,IT Security Audit,204967,1,204967,Yasmine Mahmoud
EG-IT-1430,2023-06-06,Banque Misr,Port Said,Cybersecurity,Firewall License,78505,1,78505,Sarah Hassan
EG-IT-1431,2023-11-01,Fawry,Mansoura,Hardware,Laptop Pro X1,78125,7,546875,Sarah Hassan
EG-IT-1432,2023-03-14,Orascom Development,Assiut,Consulting,Cloud Migration,266587,1,266587,Khaled Ibrahim
EG-IT-1433,2023-08-26,Juhayna,Suez,Consulting,IT Security Audit,128739,1,128739,Mohamed Ali
EG-IT-1434,2023-03-26,Telecom Egypt,Port Said,Cloud Services,Azure Managed Svcs,34869,8,278952,Yasmine Mahmoud
EG-IT-1435,2023-06-13,Elsewedy Electric,Assiut,Consulting,Digital Transformation Strategy,103781,1,103781,Mariam Zaki
EG-IT-1436,2023-05-16,Banque Misr,Tanta,Consulting,Cloud Migration,235277,1,235277,Sarah Hassan
EG-IT-1437,2023-03-24,EgyptAir,Suez,Hardware,Networking Switch,39404,10,394040,Yasmine Mahmoud
EG-IT-1438,2023-11-13,EgyptAir,Tanta,Consulting,Digital Transformation Strategy,108765,1,108765,Sarah Hassan
EG-IT-1439,2023-09-13,Banque Misr,Cairo,Cloud Services,AWS Storage,58354,3,175062,Ahmed Mansour
EG-IT-1440,2023-05-19,Fawry,Tanta,Cloud Services,AWS Storage,69773,7,488411,Mohamed Ali
EG-IT-1441,2023-11-08,Talaat Moustafa Group,Giza,Consulting,Digital Transformation Strategy,63869,1,63869,Sarah Hassan
EG-IT-1442,2023-11-20,Banque Misr,Suez,Cloud Services,Azure Managed Svcs,30696,1,30696,Khaled Ibrahim
EG-IT-1443,2023-02-27,Banque Misr,Alexandria,Software,CRM Subscription,11148,99,1103652,Mohamed Ali
EG-IT-1444,2023-04-18,Raya Holding,Assiut,Hardware,Networking Switch,112534,10,1125340,Ahmed Mansour
EG-IT-1445,2023-02-04,Juhayna,Assiut,Cloud Services,Google Cloud Support,32671,3,98013,Sarah Hassan
EG-IT-1446,2023-10-07,Elsewedy Electric,Assiut,Hardware,Server Rack v2,93698,2,187396,Ahmed Mansour
EG-IT-1447,2023-07-12,Talaat Moustafa Group,Cairo,Cybersecurity,Penetration Testing License,58204,5,291020,Ahmed Mansour
EG-IT-1448,2023-09-20,Raya Holding,Tanta,Cybersecurity,Penetration Testing License,74430,7,521010,Mohamed Ali
EG-IT-1449,2023-01-09,Telecom Egypt,Cairo,Hardware,Networking Switch,99866,19,1897454,Khaled Ibrahim
EG-IT-1450,2023-12-01,QNB Alahli,Alexandria,Hardware,Server Rack v2,44472,17,756024,Sarah Hassan
EG-IT-1451,2023-08-12,Talaat Moustafa Group,Tanta,Consulting,Digital Transformation Strategy,98809,1,98809,Ahmed Mansour
EG-IT-1452,2023-12-30,Raya Holding,Mansoura,Software,CRM Subscription,7022,20,140440,Khaled Ibrahim
EG-IT-1453,2023-03-03,QNB Alahli,Assiut,Cloud Services,Google Cloud Support,71153,10,711530,Mariam Zaki
